time,name,has_social_law,result
0.13037800788879395,market_trader_pfile1,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.13221049308776855,market_trader_pfile2,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.13594985008239746,market_trader_pfile3,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.14791655540466309,market_trader_pfile4,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.14510416984558105,market_trader_pfile5,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.15693283081054688,market_trader_pfile6,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.16007232666015625,market_trader_pfile7,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.17772293090820312,market_trader_pfile8,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.18613910675048828,market_trader_pfile9,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.1932072639465332,market_trader_pfile10,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.20375633239746094,market_trader_pfile11,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.2183399200439453,market_trader_pfile12,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.2295386791229248,market_trader_pfile13,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.24045348167419434,market_trader_pfile14,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.2644917964935303,market_trader_pfile15,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.271028995513916,market_trader_pfile16,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.2890183925628662,market_trader_pfile17,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.312610387802124,market_trader_pfile18,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.3289773464202881,market_trader_pfile19,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
0.35953640937805176,market_trader_pfile20,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
